#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,prediction,combined_score
PDGFB,morphine,1851250,-100004253,9606.ENSP00000330382,-1.CID100004253,0,0,0,0,0,0,0.7,0.816,0,0.943
RET,sunitinib,1853238,-103086686,9606.ENSP00000347942,-1.CID103086686,0,0,0,0,0,0.912,0,0.373,0,0.943
niacin,thiamine,-100000937,-100001130,-1.CID100000937,-1.CID100001130,0,0,0,0,0,0.371,0,0.912,0,0.943
lansoprazole,pantoprazole,-100003883,-100004679,-1.CID100003883,-1.CID100004679,0,0,0,0.656,0,0.488,0,0.891,0,0.942
TK1,dUMP,1848315,-100000688,9606.ENSP00000301634,-1.CID100000688,0,0,0,0,0,0,0.9,0.444,0,0.942
morphine,naltrindole,-100004253,-100004430,-1.CID100004253,-1.CID100004430,0,0,0,0.508,0,0,0,0.942,0,0.942
RAP1A,CRKL,1853349,1853038,9606.ENSP00000348786,9606.ENSP00000346300,0,0,0,0,0,0,0.9,0.448,0,0.942
celecoxib,diclofenac,-100002662,-100003032,-1.CID100002662,-1.CID100003032,0,0,0,0,0,0.246,0,0.926,0,0.942
HRAS,YWHAQ,1849235,1843478,9606.ENSP00000309845,9606.ENSP00000238081,0,0,0,0,0,0.224,0.9,0.3,0,0.941
furosemide,torasemide,-100003440,-100041781,-1.CID100003440,-1.CID100041781,0,0,0,0,0,0.532,0,0.878,0,0.941
VEGFB,KDR,1849383,1845437,9606.ENSP00000311127,9606.ENSP00000263923,0,0,0,0,0,0,0.8,0.72,0,0.941
YWHAB,KRAS,1848151,1844404,9606.ENSP00000300161,9606.ENSP00000256078,0,0,0,0,0,0.311,0.9,0.225,0,0.941
alendronate,ibandronate,-100002088,-100060852,-1.CID100002088,-1.CID100060852,0,0,0,0,0,0.347,0,0.912,0,0.94
sorafenib,sunitinib,-100216239,-103086686,-1.CID100216239,-1.CID103086686,0,0,0,0,0,0,0,0.94,0,0.94
SHC1,PDGFRA,1860266,1844502,9606.ENSP00000401303,9606.ENSP00000257290,0,0,0,0,0,0.206,0.9,0.306,0,0.94
5-fluorouracil,gemcitabine,-100003385,-100003461,-1.CID100003385,-1.CID100003461,0,0,0,0,0,0.268,0,0.92,0,0.94
chloramphenicol,erythromycin,-100000298,-100003255,-1.CID100000298,-1.CID100003255,0,0,0,0,0,0.268,0,0.92,0,0.94
clindamycin,metronidazole,-100002786,-100004173,-1.CID100002786,-1.CID100004173,0,0,0,0,0,0,0,0.94,0,0.94
NRAS,YWHAB,1855051,1848151,9606.ENSP00000358548,9606.ENSP00000300161,0,0,0,0,0,0.311,0.9,0.211,0,0.94
CHRM1,chlorpromazine,1848849,-100002726,9606.ENSP00000306490,-1.CID100002726,0,0,0,0,0,0.709,0.8,0,0,0.94
mifepristone,misoprostol,-100004196,-100042955,-1.CID100004196,-1.CID100042955,0,0,0,0,0,0.472,0,0.89,0,0.94
ACHE,carbachol,1848506,-100002551,9606.ENSP00000303211,-1.CID100002551,0,0,0,0,0,0.642,0.7,0.474,0,0.94
YWHAZ,CBL,1849183,1845465,9606.ENSP00000309503,9606.ENSP00000264033,0,0,0,0,0,0.881,0,0.51,0,0.939
POMC,morphine,1845600,-100004253,9606.ENSP00000264708,-1.CID100004253,0,0,0,0,0,0,0,0.939,0,0.939
azathioprine,methylpredniso.,-100002265,-100004159,-1.CID100002265,-1.CID100004159,0,0,0,0,0,0,0,0.939,0,0.939
amikacin,gentamicin,-100002142,-100003467,-1.CID100002142,-1.CID100003467,0,0,0,0.615,0,0,0,0.939,0,0.939
CHRNA4,carbachol,1855204,-100002551,9606.ENSP00000359285,-1.CID100002551,0,0,0,0,0,0.485,0,0.886,0,0.939
VEGFA,PTPN11,1855611,1852389,9606.ENSP00000361125,9606.ENSP00000340944,0,0,0,0,0,0,0.9,0.418,0,0.939
YWHAZ,YWHAB,1849183,1848151,9606.ENSP00000309503,9606.ENSP00000300161,0,0,0,0.986,0,0.416,0.9,0.72,0,0.939
pyrophosphate,thiamine,-100001023,-100001130,-1.CID100001023,-1.CID100001130,0,0,0,0,0,0,0.9,0.41,0,0.939
CHRM4,chlorpromazine,1860789,-100002726,9606.ENSP00000409378,-1.CID100002726,0,0,0,0,0,0.705,0.8,0,0,0.939
imatinib,sunitinib,-100005291,-103086686,-1.CID100005291,-1.CID103086686,0,0,0,0,0,0,0,0.939,0,0.939
cefepime,ceftazidime,-100002622,-100002650,-1.CID100002622,-1.CID100002650,0,0,0,0.81,0,0,0,0.938,0,0.938
azithromycin,clarithromycin,-100002269,-100054688,-1.CID100002269,-1.CID100054688,0,0,0,0.736,0,0,0,0.938,0,0.938
PDGFB,simvastatin,1851250,-100054454,9606.ENSP00000330382,-1.CID100054454,0,0,0,0,0,0,0.7,0.8,0,0.938
omeprazole,rabeprazole,-100004594,-100005029,-1.CID100004594,-1.CID100005029,0,0,0,0.726,0,0.488,0,0.882,0,0.938
VEGFA,GRB2,1855611,1852164,9606.ENSP00000361125,9606.ENSP00000339007,0,0,0,0,0,0,0.9,0.415,0,0.938
caspofungin,micafungin,-100123623,-100477468,-1.CID100123623,-1.CID100477468,0,0,0,0,0,0,0,0.938,0,0.938
NRAS,PDGFB,1855051,1851250,9606.ENSP00000358548,9606.ENSP00000330382,0,0,0,0,0,0,0.9,0.4,0,0.937
SSTR5,POMC,1847454,1845600,9606.ENSP00000293897,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.398,0,0.937
GRB2,KITLG,1852164,1843134,9606.ENSP00000339007,9606.ENSP00000228280,0,0,0,0,0,0,0.9,0.397,0,0.937
PDGFB,KDR,1851250,1845437,9606.ENSP00000330382,9606.ENSP00000263923,0,0,0,0,0,0,0.8,0.693,0,0.936
etoposide,mitoxantrone,-100003310,-100004212,-1.CID100003310,-1.CID100004212,0,0,0,0,0,0.201,0,0.923,0,0.936
clindamycin,erythromycin,-100002786,-100003255,-1.CID100002786,-1.CID100003255,0,0,0,0,0,0.268,0,0.916,0,0.936
NRAS,PIK3R1,1855051,1846375,9606.ENSP00000358548,9606.ENSP00000274335,0,0,0,0,0,0,0.9,0.392,0,0.936
OPRM1,octreotide,1859815,-100054373,9606.ENSP00000394624,-1.CID100054373,0,0,0,0,0,0.639,0.8,0,0.174,0.936
SHC1,RAP1A,1860266,1853349,9606.ENSP00000401303,9606.ENSP00000348786,0,0,0,0,0,0,0.9,0.391,0,0.936
SSTR2,POMC,1853555,1845600,9606.ENSP00000350198,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.395,0,0.936
CHRM4,dicyclomine,1860789,-100003042,9606.ENSP00000409378,-1.CID100003042,0,0,0,0,0,0.92,0.211,0,0,0.935
YWHAB,CBL,1848151,1845465,9606.ENSP00000300161,9606.ENSP00000264033,0,0,0,0,0,0.895,0,0.405,0,0.935
MTOR,YWHAB,1854147,1848151,9606.ENSP00000354558,9606.ENSP00000300161,0,0,0,0,0,0.157,0.9,0.293,0,0.935
PTGS1,Co-protoporphy.,1854170,-100004972,9606.ENSP00000354612,-1.CID100004972,0,0,0,0,0,0.685,0.8,0,0,0.935
nizatidine,ranitidine,-100004513,-100005039,-1.CID100004513,-1.CID100005039,0,0,0,0,0,0.433,0,0.89,0,0.935
erythromycin,clarithromycin,-100003255,-100054688,-1.CID100003255,-1.CID100054688,0,0,0,0.922,0,0.268,0,0.913,0,0.934
VEGFA,VEGFC,1855611,1846658,9606.ENSP00000361125,9606.ENSP00000280193,0,0,0,0.641,0,0,0.9,0.963,0,0.934
CBL,PDGFRA,1845465,1844502,9606.ENSP00000264033,9606.ENSP00000257290,0,0,0,0,0,0.593,0.8,0.243,0,0.933
RAP1A,PTPN11,1853349,1852389,9606.ENSP00000348786,9606.ENSP00000340944,0,0,0,0,0,0.109,0.9,0.312,0,0.933
SSTR1,POMC,1845937,1845600,9606.ENSP00000267377,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.358,0,0.933
SHC1,KITLG,1860266,1843134,9606.ENSP00000401303,9606.ENSP00000228280,0,0,0,0,0,0,0.9,0.361,0,0.933
pyrophosphate,gentamicin,-100001023,-100003467,-1.CID100001023,-1.CID100003467,0,0,0,0,0,0,0.9,0.35,0,0.933
5-fluorouracil,capecitabine,-100003385,-100060953,-1.CID100003385,-1.CID100060953,0,0,0,0,0,0.268,0,0.912,0,0.933
gentamicin,neomycin,-100003467,-100004454,-1.CID100003467,-1.CID100004454,0,0,0,0.7,0,0.268,0,0.911,0,0.933
GRB2,PDGFB,1852164,1851250,9606.ENSP00000339007,9606.ENSP00000330382,0,0,0,0,0,0,0.9,0.36,0,0.933
HTR1B,chloramphenicol,1855143,-100000298,9606.ENSP00000358963,-1.CID100000298,0,0,0,0,0,0.341,0.9,0,0,0.932
SSTR5,chloramphenicol,1847454,-100000298,9606.ENSP00000293897,-1.CID100000298,0,0,0,0,0,0.341,0.9,0,0,0.932
SSTR2,chloramphenicol,1853555,-100000298,9606.ENSP00000350198,-1.CID100000298,0,0,0,0,0,0.341,0.9,0,0,0.932
MTOR,PTPN11,1854147,1852389,9606.ENSP00000354558,9606.ENSP00000340944,0,0,0,0,0.073,0,0,0.929,0,0.932
SSTR3,chloramphenicol,1851219,-100000298,9606.ENSP00000330138,-1.CID100000298,0,0,0,0,0,0.341,0.9,0,0,0.932
SSTR4,chloramphenicol,1844347,-100000298,9606.ENSP00000255008,-1.CID100000298,0,0,0,0,0,0.341,0.9,0,0,0.932
NRAS,YWHAQ,1855051,1843478,9606.ENSP00000358548,9606.ENSP00000238081,0,0,0,0,0,0.224,0.9,0.199,0,0.932
SSTR1,chloramphenicol,1845937,-100000298,9606.ENSP00000267377,-1.CID100000298,0,0,0,0,0,0.341,0.9,0,0,0.932
FKBP1A,NFATC1,1857423,1850967,9606.ENSP00000371138,9606.ENSP00000327850,0,0,0,0,0,0,0.9,0.354,0,0.932
PTGS1,dipyrone,1854170,-100003110,9606.ENSP00000354612,-1.CID100003110,0,0,0,0,0,0,0.8,0.67,0,0.932
etoposide,methotrexate,-100003310,-100004112,-1.CID100003310,-1.CID100004112,0,0,0,0,0,0,0,0.931,0,0.931
ABL1,PDGFRB,1855665,1844996,9606.ENSP00000361423,9606.ENSP00000261799,0,0,0,0.625,0,0.08,0.9,0.784,0,0.931
mannitol,lactulose,-100000453,-100003872,-1.CID100000453,-1.CID100003872,0,0,0,0,0,0,0,0.931,0,0.931
vitamin A,folate,-100001071,-100003405,-1.CID100001071,-1.CID100003405,0,0,0,0,0,0.238,0,0.911,0,0.93
CHRM4,glycopyrrolate,1860789,-100003494,9606.ENSP00000409378,-1.CID100003494,0,0,0,0,0,0.891,0.211,0,0.235,0.93
ABL1,YWHAQ,1855665,1843478,9606.ENSP00000361423,9606.ENSP00000238081,0,0,0,0,0,0.925,0,0.07,0,0.928
SSTR3,POMC,1851219,1845600,9606.ENSP00000330138,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.312,0,0.928
naltrexone,naltrindole,-100004428,-100004430,-1.CID100004428,-1.CID100004430,0,0,0,0.547,0,0.365,0,0.889,0,0.927
PTPN11,KITLG,1852389,1843134,9606.ENSP00000340944,9606.ENSP00000228280,0,0,0,0,0,0,0.9,0.303,0,0.927
TYMS,pyrophosphate,1849803,-100001023,9606.ENSP00000315644,-1.CID100001023,0,0,0,0,0,0,0.9,0.288,0,0.926
VEGFA,HRAS,1855611,1849235,9606.ENSP00000361125,9606.ENSP00000309845,0,0,0,0,0,0,0,0.926,0,0.926
isoniazid,capreomycin,-100003767,-153297329,-1.CID100003767,-1.CID153297329,0,0,0,0,0,0.384,0,0.884,0,0.926
CHRM3,chlorpromazine,1844372,-100002726,9606.ENSP00000255380,-1.CID100002726,0,0,0,0,0,0.64,0.8,0,0,0.926
CHRM2,chlorpromazine,1850196,-100002726,9606.ENSP00000319984,-1.CID100002726,0,0,0,0,0,0.638,0.8,0,0,0.925
MAP2K1,PIK3R1,1848411,1846375,9606.ENSP00000302486,9606.ENSP00000274335,0,0,0,0,0,0,0.9,0.286,0,0.925
CRKL,FLT1,1853038,1846791,9606.ENSP00000346300,9606.ENSP00000282397,0,0,0,0,0,0.625,0.8,0.083,0,0.925
RASA1,PLCG1,1846381,1843693,9606.ENSP00000274376,9606.ENSP00000244007,0,0,0,0.61,0,0.915,0,0.33,0,0.925
VEGFA,PLCG1,1855611,1843693,9606.ENSP00000361125,9606.ENSP00000244007,0,0,0,0,0,0,0.9,0.284,0,0.925
ABCG2,idarubicin,1843466,-100003685,9606.ENSP00000237612,-1.CID100003685,0,0,0,0,0,0,0.9,0.279,0,0.925
PIK3R1,KITLG,1846375,1843134,9606.ENSP00000274335,9606.ENSP00000228280,0,0,0,0,0,0,0.9,0.287,0,0.925
RAP1A,CBL,1853349,1845465,9606.ENSP00000348786,9606.ENSP00000264033,0,0,0,0,0,0,0.9,0.29,0,0.925
VEGFA,CBL,1855611,1845465,9606.ENSP00000361125,9606.ENSP00000264033,0,0,0,0,0,0,0.9,0.283,0,0.925
PDGFB,FLT1,1851250,1846791,9606.ENSP00000330382,9606.ENSP00000282397,0,0,0,0,0,0,0.8,0.643,0,0.925
VEGFB,VEGFC,1849383,1846658,9606.ENSP00000311127,9606.ENSP00000280193,0,0,0,0.691,0,0,0.9,0.821,0,0.925
PTPN11,PDGFB,1852389,1851250,9606.ENSP00000340944,9606.ENSP00000330382,0,0,0,0,0,0,0.9,0.282,0,0.925
DCK,etoposide,1847023,-100003310,9606.ENSP00000286648,-1.CID100003310,0,0,0,0,0,0,0.9,0.266,0,0.924
azathioprine,tacrolimus,-100002265,-100005372,-1.CID100002265,-1.CID100005372,0,0,0,0,0,0,0,0.924,0,0.924
fluconazole,caspofungin,-100003365,-100123623,-1.CID100003365,-1.CID100123623,0,0,0,0,0,0,0,0.924,0,0.924
VEGFA,NRAS,1855611,1855051,9606.ENSP00000361125,9606.ENSP00000358548,0,0,0,0,0,0,0,0.923,0,0.923
VEGFA,KRAS,1855611,1844404,9606.ENSP00000361125,9606.ENSP00000256078,0,0,0,0,0,0,0,0.923,0,0.923
HRAS,KITLG,1849235,1843134,9606.ENSP00000309845,9606.ENSP00000228280,0,0,0,0,0,0,0.9,0.264,0,0.923
RAP1A,RET,1853349,1853238,9606.ENSP00000348786,9606.ENSP00000347942,0,0,0,0,0,0.113,0.9,0.202,0,0.923
PTGS2,NFATC1,1854602,1850967,9606.ENSP00000356438,9606.ENSP00000327850,0,0,0,0,0,0,0.9,0.27,0,0.923
doxorubicin,methotrexate,-100001690,-100004112,-1.CID100001690,-1.CID100004112,0,0,0,0,0,0,0,0.923,0,0.923
SHC1,TGFBR1,1860266,1856216,9606.ENSP00000401303,9606.ENSP00000364133,0,0,0,0,0,0.105,0.9,0.214,0,0.923
PTGS1,tolmetin,1854170,-100005508,9606.ENSP00000354612,-1.CID100005508,0,0,0,0,0,0.562,0.8,0.163,0,0.922
fluconazole,micafungin,-100003365,-100477468,-1.CID100003365,-1.CID100477468,0,0,0,0,0,0,0,0.922,0,0.922
cortisol,mifepristone,-100003640,-100004196,-1.CID100003640,-1.CID100004196,0,0,0,0,0,0,0,0.922,0,0.922
atropine,neostigmine,-100003661,-100004456,-1.CID100003661,-1.CID100004456,0,0,0,0,0,0,0,0.922,0,0.922
amikacin,capreomycin,-100002142,-153297329,-1.CID100002142,-1.CID153297329,0,0,0,0,0,0,0,0.922,0,0.922
PDGFRB,RAF1,1844996,1844086,9606.ENSP00000261799,9606.ENSP00000251849,0,0,0,0.624,0,0.898,0,0.603,0,0.921
TK1,FLT1,1848315,1846791,9606.ENSP00000301634,9606.ENSP00000282397,0,0,0,0,0,0,0,0.921,0,0.921
HSP90AA1,BCR,1851814,1848539,9606.ENSP00000335153,9606.ENSP00000303507,0,0,0,0,0,0.872,0,0.407,0,0.921
VEGFA,sunitinib,1855611,-103086686,9606.ENSP00000361125,-1.CID103086686,0,0,0,0,0,0,0.15,0.91,0,0.921
furosemide,spironolactone,-100003440,-100005267,-1.CID100003440,-1.CID100005267,0,0,0,0,0,0.194,0,0.905,0,0.921
azithromycin,erythromycin,-100002269,-100003255,-1.CID100002269,-1.CID100003255,0,0,0,0.786,0,0,0,0.92,0,0.92
fluconazole,anidulafungin,-100003365,-100166548,-1.CID100003365,-1.CID100166548,0,0,0,0,0,0,0,0.92,0,0.92
ADRB1,POMC,1854995,1845600,9606.ENSP00000358301,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.228,0,0.919
prednisone,tacrolimus,-100004900,-100005372,-1.CID100004900,-1.CID100005372,0,0,0,0,0,0,0,0.919,0,0.919
ceftazidime,ciprofloxacin,-100002650,-100002764,-1.CID100002650,-1.CID100002764,0,0,0,0,0,0,0,0.919,0,0.919
CSF1R,RASA1,1847002,1846381,9606.ENSP00000286301,9606.ENSP00000274376,0,0,0,0,0,0.576,0,0.818,0,0.919
ceftazidime,ceftriaxone,-100002650,-100002656,-1.CID100002650,-1.CID100002656,0,0,0,0.68,0,0,0,0.919,0,0.919
PGF,VEGFC,1862737,1846658,9606.ENSP00000451040,9606.ENSP00000280193,0,0,0,0.723,0,0,0.9,0.725,0,0.919
POMC,SSTR4,1845600,1844347,9606.ENSP00000264708,9606.ENSP00000255008,0,0,0,0,0,0,0.9,0.227,0,0.919
metronidazole,clarithromycin,-100004173,-100054688,-1.CID100004173,-1.CID100054688,0,0,0,0,0,0,0,0.919,0,0.919
PGF,VEGFB,1862737,1849383,9606.ENSP00000451040,9606.ENSP00000311127,0,0,0,0.767,0,0,0.9,0.813,0,0.918
PLG,VEGFC,1849130,1846658,9606.ENSP00000308938,9606.ENSP00000280193,0,0,0,0,0,0,0.9,0.216,0,0.918
naltrindole,DAMGO,-100004430,-100104742,-1.CID100004430,-1.CID100104742,0,0,0,0,0,0,0,0.918,0,0.918
pyrophosphate,5-fluorouracil,-100001023,-100003385,-1.CID100001023,-1.CID100003385,0,0,0,0,0,0,0.9,0.21,0,0.918
PIK3R1,KDR,1846375,1845437,9606.ENSP00000274335,9606.ENSP00000263923,0,0,0,0,0,0.1,0.9,0.163,0,0.918
CYP2A6,TYMP,1848249,1844096,9606.ENSP00000301141,9606.ENSP00000252029,0,0,0,0,0,0,0.9,0.205,0,0.917
HRAS,PDGFRA,1849235,1844502,9606.ENSP00000309845,9606.ENSP00000257290,0,0,0,0,0,0.113,0.8,0.571,0,0.917
DCK,thymidine,1847023,-100001134,9606.ENSP00000286648,-1.CID100001134,0,0,0,0,0,0.8,0,0.6,0,0.917
VEGFB,PLG,1849383,1849130,9606.ENSP00000311127,9606.ENSP00000308938,0,0,0,0,0,0,0.9,0.211,0,0.917
CHRM3,dicyclomine,1844372,-100003042,9606.ENSP00000255380,-1.CID100003042,0,0,0,0,0,0.896,0.211,0,0,0.916
ceftazidime,cefuroxime,-100002650,-100002658,-1.CID100002650,-1.CID100002658,0,0,0,0.578,0,0,0,0.916,0,0.916
PTPN11,pyrophosphate,1852389,-100001023,9606.ENSP00000340944,-1.CID100001023,0,0,0,0,0,0,0.9,0.189,0,0.916
caspofungin,anidulafungin,-100123623,-100166548,-1.CID100123623,-1.CID100166548,0,0,0,0.584,0,0,0,0.916,0,0.916
VEGFA,PIK3R1,1855611,1846375,9606.ENSP00000361125,9606.ENSP00000274335,0,0,0,0,0,0,0.9,0.204,0,0.916
imatinib,sorafenib,-100005291,-100216239,-1.CID100005291,-1.CID100216239,0,0,0,0,0,0.297,0,0.884,0,0.916
NRAS,cisplatin,1855051,-100002767,9606.ENSP00000358548,-1.CID100002767,0,0,0,0,0,0,0,0.915,0,0.915
PDGFB,CBL,1851250,1845465,9606.ENSP00000330382,9606.ENSP00000264033,0,0,0,0,0,0,0.9,0.194,0,0.915
cefepime,ceftriaxone,-100002622,-100002656,-1.CID100002622,-1.CID100002656,0,0,0,0.696,0,0,0,0.915,0,0.915
TOP2A,norfloxacin,1860923,-100004539,9606.ENSP00000411532,-1.CID100004539,0,0,0,0,0,0,0.8,0.588,0,0.915
ceftriaxone,cefuroxime,-100002656,-100002658,-1.CID100002656,-1.CID100002658,0,0,0,0.54,0,0,0,0.915,0,0.915
thiamine,folate,-100001130,-100003405,-1.CID100001130,-1.CID100003405,0,0,0,0,0,0.371,0,0.87,0,0.915
RET,RASA1,1853238,1846381,9606.ENSP00000347942,9606.ENSP00000274376,0,0,0,0,0,0,0.9,0.189,0,0.915
azathioprine,mesalazine,-100002265,-100004075,-1.CID100002265,-1.CID100004075,0,0,0,0,0,0,0,0.915,0,0.915
KRAS,cisplatin,1844404,-100002767,9606.ENSP00000256078,-1.CID100002767,0,0,0,0,0,0,0,0.914,0,0.914
BRAF,regorafenib,1847131,-111167602,9606.ENSP00000288602,-1.CID111167602,0,0,0,0,0,0.586,0.8,0,0,0.914
HRH2,chlorpromazine,1856654,-100002726,9606.ENSP00000366506,-1.CID100002726,0,0,0,0,0,0.584,0.8,0,0,0.914
niacin,pyrophosphate,-100000937,-100001023,-1.CID100000937,-1.CID100001023,0,0,0,0,0,0,0.9,0.174,0,0.914
NRAS,PDGFRA,1855051,1844502,9606.ENSP00000358548,9606.ENSP00000257290,0,0,0,0,0,0.113,0.8,0.558,0,0.914
cisplatin,methotrexate,-100002767,-100004112,-1.CID100002767,-1.CID100004112,0,0,0,0,0,0,0,0.913,0,0.913
POMC,naltrexone,1845600,-100004428,9606.ENSP00000264708,-1.CID100004428,0,0,0,0,0,0,0,0.913,0,0.913
PPP3CA,BAD,1858236,1849142,9606.ENSP00000378323,9606.ENSP00000309103,0,0,0,0,0,0.576,0.8,0.057,0,0.913
CHRM2,POMC,1850196,1845600,9606.ENSP00000319984,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.163,0,0.912
chloramphenicol,niacin,-100000298,-100000937,-1.CID100000298,-1.CID100000937,0,0,0,0,0,0,0.9,0.155,0,0.912
lamivudine,entecavir,-100003877,-100153941,-1.CID100003877,-1.CID100153941,0,0,0,0,0,0,0,0.912,0,0.912
OPRM1,HTR1B,1859815,1855143,9606.ENSP00000394624,9606.ENSP00000358963,0,0,0,0.665,0,0,0.9,0.394,0,0.912
PTGS2,dipyrone,1854602,-100003110,9606.ENSP00000356438,-1.CID100003110,0,0,0,0,0,0,0.8,0.576,0,0.912
carbachol,atropine,-100002551,-100003661,-1.CID100002551,-1.CID100003661,0,0,0,0,0,0,0,0.912,0,0.912
ampicillin,ciprofloxacin,-100002173,-100002764,-1.CID100002173,-1.CID100002764,0,0,0,0,0,0,0,0.912,0,0.912
aztreonam,ceftazidime,-100002274,-100002650,-1.CID100002274,-1.CID100002650,0,0,0,0,0,0,0,0.912,0,0.912
HSP90AA1,NRP1,1851814,1845737,9606.ENSP00000335153,9606.ENSP00000265371,0,0,0,0,0,0,0.9,0.159,0,0.912
ciprofloxacin,tobramycin,-100002764,-100005496,-1.CID100002764,-1.CID100005496,0,0,0,0,0,0,0,0.912,0,0.912
CHRM4,POMC,1860789,1845600,9606.ENSP00000409378,9606.ENSP00000264708,0,0,0,0,0,0,0.9,0.163,0,0.912
sunitinib,pazopanib,-103086686,-110113978,-1.CID103086686,-1.CID110113978,0,0,0,0,0,0,0,0.912,0,0.912
disopyramide,propafenone,-100003114,-100004932,-1.CID100003114,-1.CID100004932,0,0,0,0,0,0.441,0,0.848,0,0.912
PIK3R1,NR3C1,1846375,1843294,9606.ENSP00000274335,9606.ENSP00000231509,0,0,0,0,0,0,0.9,0.163,0,0.912
pyrophosphate,haem,-100001023,-100004973,-1.CID100001023,-1.CID100004973,0,0,0,0,0,0,0.9,0.15,0,0.912
HSP90AA1,PLCG1,1851814,1843693,9606.ENSP00000335153,9606.ENSP00000244007,0,0,0,0,0,0,0.9,0.156,0,0.912
cefepime,ciprofloxacin,-100002622,-100002764,-1.CID100002622,-1.CID100002764,0,0,0,0,0,0,0,0.911,0,0.911
HTR1B,CHRM2,1855143,1850196,9606.ENSP00000358963,9606.ENSP00000319984,0,0,0,0.72,0,0,0.9,0.419,0,0.911
SHC1,PLCG1,1860266,1843693,9606.ENSP00000401303,9606.ENSP00000244007,0,0,0,0,0,0.812,0,0.547,0,0.911
omeprazole,clarithromycin,-100004594,-100054688,-1.CID100004594,-1.CID100054688,0,0,0,0,0,0,0,0.911,0,0.911
fentanyl,naloxone,-100003345,-100004425,-1.CID100003345,-1.CID100004425,0,0,0,0,0,0,0,0.911,0,0.911
CRKL,PLCG1,1853038,1843693,9606.ENSP00000346300,9606.ENSP00000244007,0,0,0,0.643,0,0,0.9,0.33,0,0.91
GRB2,VEGFC,1852164,1846658,9606.ENSP00000339007,9606.ENSP00000280193,0,0,0,0,0,0,0.9,0.146,0,0.91
BAD,PPP3R1,1849142,1843394,9606.ENSP00000309103,9606.ENSP00000234310,0,0,0,0,0,0,0.9,0.145,0,0.91
buprenorphine,fentanyl,-100002476,-100003345,-1.CID100002476,-1.CID100003345,0,0,0,0,0,0.234,0,0.885,0,0.91
RAP1A,PIK3R1,1853349,1846375,9606.ENSP00000348786,9606.ENSP00000274335,0,0,0,0,0,0,0.9,0.142,0,0.91
OPRM1,CHRM2,1859815,1850196,9606.ENSP00000394624,9606.ENSP00000319984,0,0,0,0.629,0,0,0.9,0.299,0,0.91
HSP90AA1,PIK3R1,1851814,1846375,9606.ENSP00000335153,9606.ENSP00000274335,0,0,0,0,0,0,0.9,0.146,0,0.91
cefazolin,clindamycin,-100002617,-100002786,-1.CID100002617,-1.CID100002786,0,0,0,0,0,0,0,0.909,0,0.909
NFATC1,YWHAQ,1850967,1843478,9606.ENSP00000327850,9606.ENSP00000238081,0,0,0,0,0,0.131,0.9,0,0,0.909
FLT1,RASA1,1846791,1846381,9606.ENSP00000282397,9606.ENSP00000274376,0,0,0,0,0,0,0.9,0.133,0,0.909
KRAS,boceprevir,1844404,-110324367,9606.ENSP00000256078,-1.CID110324367,0,0,0,0,0,0,0,0.909,0,0.909
CRKL,BRAF,1853038,1847131,9606.ENSP00000346300,9606.ENSP00000288602,0,0,0,0,0,0,0.9,0.13,0,0.909
CSF1R,KITLG,1847002,1843134,9606.ENSP00000286301,9606.ENSP00000228280,0,0,0,0,0,0,0.8,0.564,0,0.909
VEGFA,sorafenib,1855611,-100216239,9606.ENSP00000361125,-1.CID100216239,0,0,0,0,0,0,0,0.909,0,0.909
cefepime,cefuroxime,-100002622,-100002658,-1.CID100002622,-1.CID100002658,0,0,0,0.597,0,0,0,0.909,0,0.909
CRKL,YWHAB,1853038,1848151,9606.ENSP00000346300,9606.ENSP00000300161,0,0,0,0,0,0.081,0.9,0.099,0,0.909
SSTR3,SSTR4,1851219,1844347,9606.ENSP00000330138,9606.ENSP00000255008,0,0,0,0.908,0,0,0.9,0.902,0,0.908
lamivudine,delavirdine,-100003877,-100005625,-1.CID100003877,-1.CID100005625,0,0,0,0,0,0.371,0,0.858,0,0.908
RAF1,isoproterenol,1844086,-100003779,9606.ENSP00000251849,-1.CID100003779,0,0,0,0,0,0,0.9,0.116,0,0.908
famotidine,omeprazole,-100003325,-100004594,-1.CID100003325,-1.CID100004594,0,0,0,0,0,0.187,0,0.89,0,0.908
PDGFB,PLCG1,1851250,1843693,9606.ENSP00000330382,9606.ENSP00000244007,0,0,0,0,0,0,0.9,0.119,0,0.908
CHRM4,SSTR5,1860789,1847454,9606.ENSP00000409378,9606.ENSP00000293897,0,0,0,0.652,0,0,0.9,0.234,0,0.907
RAP1A,pyrophosphate,1853349,-100001023,9606.ENSP00000348786,-1.CID100001023,0,0,0,0,0,0,0.9,0.104,0,0.907
SSTR3,SSTR1,1851219,1845937,9606.ENSP00000330138,9606.ENSP00000267377,0,0,0,0.918,0,0,0.9,0.905,0,0.907
