#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
RET	PTPN11	1853238	1852389	9606.ENSP00000347942	9606.ENSP00000340944	0	0	0	0	0	0.594	0.9	0.378	0	0.972
leucovorin	5-fluorouracil	-100000143	-100003385	-1.CID100000143	-1.CID100003385	0	0	0	0	0	0	0	0.972	0	0.972
foscarnet	cidofovir	-100003414	-100060613	-1.CID100003414	-1.CID100060613	0	0	0	0	0	0	0	0.971	0	0.971
doxorubicin	cisplatin	-100001690	-100002767	-1.CID100001690	-1.CID100002767	0	0	0	0	0	0	0	0.971	0	0.971
tenofovir	entecavir	-100064987	-100153941	-1.CID100064987	-1.CID100153941	0	0	0	0	0	0	0	0.971	0	0.971
lansoprazole	rabeprazole	-100003883	-100005029	-1.CID100003883	-1.CID100005029	0	0	0	0.886	0	0.488	0	0.946	0	0.971
KDR	regorafenib	1845437	-111167602	9606.ENSP00000263923	-1.CID111167602	0	0	0	0	0	0	0.8	0.837	0.177	0.971
naloxone	naltrexone	-100004425	-100004428	-1.CID100004425	-1.CID100004428	0	0	0	0.962	0	0.365	0	0.954	0	0.97
TYMS	TK1	1849803	1848315	9606.ENSP00000315644	9606.ENSP00000301634	0	0	0	0	0.07	0	0.9	0.711	0	0.97
cimetidine	famotidine	-100002756	-100003325	-1.CID100002756	-1.CID100003325	0	0	0	0	0	0.433	0	0.947	0	0.969
CHRM4	N-methylscopol.	1860789	-100004120	9606.ENSP00000409378	-1.CID100004120	0	0	0	0	0	0.931	0.207	0.253	0.302	0.969
NR3C2	dexamethasone	1852455	-100003003	9606.ENSP00000341390	-1.CID100003003	0	0	0	0	0	0.897	0.7	0	0	0.968
ABCG2	etoposide	1843466	-100003310	9606.ENSP00000237612	-1.CID100003310	0	0	0	0	0	0	0.9	0.689	0	0.968
gentamicin	tobramycin	-100003467	-100005496	-1.CID100003467	-1.CID100005496	0	0	0	0.821	0	0	0	0.968	0	0.968
CHRM4	darifenacin	1860789	-100072054	9606.ENSP00000409378	-1.CID100072054	0	0	0	0	0	0.848	0.8	0	0	0.968
pantoprazole	rabeprazole	-100004679	-100005029	-1.CID100004679	-1.CID100005029	0	0	0	0.639	0	0.488	0	0.94	0	0.968
lansoprazole	omeprazole	-100003883	-100004594	-1.CID100003883	-1.CID100004594	0	0	0	0.738	0	0.488	0	0.939	0	0.967
ciprofloxacin	levofloxacin	-100002764	-100004583	-1.CID100002764	-1.CID100004583	0	0	0	0.644	0	0.48	0	0.939	0	0.967
HRAS	KIT	1849235	1847112	9606.ENSP00000309845	9606.ENSP00000288135	0	0	0	0	0	0.113	0.9	0.665	0	0.967
HRAS	PDGFRB	1849235	1844996	9606.ENSP00000309845	9606.ENSP00000261799	0	0	0	0	0	0.113	0.9	0.665	0	0.967
ciprofloxacin	norfloxacin	-100002764	-100004539	-1.CID100002764	-1.CID100004539	0	0	0	0.935	0	0.48	0	0.939	0	0.967
KIT	KRAS	1847112	1844404	9606.ENSP00000288135	9606.ENSP00000256078	0	0	0	0	0	0.113	0.9	0.663	0	0.967
alendronate	risedronate	-100002088	-100005245	-1.CID100002088	-1.CID100005245	0	0	0	0	0	0.347	0	0.949	0	0.966
VEGFA	doxorubicin	1855611	-100001690	9606.ENSP00000361125	-1.CID100001690	0	0	0	0	0	0	0.7	0.887	0	0.965
ABCG2	methotrexate	1843466	-100004112	9606.ENSP00000237612	-1.CID100004112	0	0	0	0	0	0	0.9	0.669	0	0.965
PGF	KDR	1862737	1845437	9606.ENSP00000451040	9606.ENSP00000263923	0	0	0	0	0	0	0.8	0.828	0	0.964
NR3C1	triamcinolone	1843294	-100005544	9606.ENSP00000231509	-1.CID100005544	0	0	0	0	0	0.541	0.9	0	0.238	0.963
TK1	TYMP	1848315	1844096	9606.ENSP00000301634	9606.ENSP00000252029	0	0	0	0	0	0	0.9	0.654	0	0.963
MTOR	cisplatin	1854147	-100002767	9606.ENSP00000354558	-1.CID100002767	0	0	0	0	0	0	0.7	0.881	0	0.963
TOP2B	doxorubicin	1859958	-100001690	9606.ENSP00000396704	-1.CID100001690	0	0	0	0	0	0	0.7	0.878	0	0.962
RAF1	cisplatin	1844086	-100002767	9606.ENSP00000251849	-1.CID100002767	0	0	0	0	0	0	0.7	0.875	0	0.961
pyrophosphate	foscarnet	-100001023	-100003414	-1.CID100001023	-1.CID100003414	0	0	0	0	0	0	0.9	0.621	0	0.961
naloxone	DAMGO	-100004425	-100104742	-1.CID100004425	-1.CID100104742	0	0	0	0	0	0	0	0.961	0	0.961
ABL1	MTOR	1855665	1854147	9606.ENSP00000361423	9606.ENSP00000354558	0	0	0	0	0	0.596	0	0.908	0	0.961
morphine	DAMGO	-100004253	-100104742	-1.CID100004253	-1.CID100104742	0	0	0	0	0	0	0	0.961	0	0.961
lovastatin	pravastatin	-100003962	-100004889	-1.CID100003962	-1.CID100004889	0	0	0	0.89	0	0.441	0	0.932	0	0.961
DHFR	5-fluorouracil	1859928	-100003385	9606.ENSP00000396308	-1.CID100003385	0	0	0	0	0	0	0.9	0.617	0	0.96
DCK	lamivudine	1847023	-100003877	9606.ENSP00000286648	-1.CID100003877	0	0	0	0	0	0.8	0.7	0.377	0	0.96
ABL1	cisplatin	1855665	-100002767	9606.ENSP00000361423	-1.CID100002767	0	0	0	0	0	0	0.7	0.871	0	0.96
cisplatin	gemcitabine	-100002767	-100003461	-1.CID100002767	-1.CID100003461	0	0	0	0	0	0	0	0.96	0	0.96
doxorubicin	mitoxantrone	-100001690	-100004212	-1.CID100001690	-1.CID100004212	0	0	0	0	0	0.201	0	0.95	0	0.959
POMC	naloxone	1845600	-100004425	9606.ENSP00000264708	-1.CID100004425	0	0	0	0	0	0	0.15	0.953	0	0.959
ABL1	sorafenib	1855665	-100216239	9606.ENSP00000361423	-1.CID100216239	0	0	0	0	0	0.777	0.7	0.43	0	0.959
lamivudine	tenofovir	-100003877	-100064987	-1.CID100003877	-1.CID100064987	0	0	0	0	0	0.371	0	0.938	0	0.959
buprenorphine	morphine	-100002476	-100004253	-1.CID100002476	-1.CID100004253	0	0	0	0.676	0	0.234	0	0.947	0	0.958
methylpredniso.	prednisolone	-100004159	-100004894	-1.CID100004159	-1.CID100004894	0	0	0	0.999	0	0.246	0	0.946	0	0.958
TYMS	capecitabine	1849803	-100060953	9606.ENSP00000315644	-1.CID100060953	0	0	0	0	0	0	0.9	0.596	0	0.958
SSTR5	SSTR1	1847454	1845937	9606.ENSP00000293897	9606.ENSP00000267377	0	0	0	0.931	0	0.576	0.9	0.94	0	0.958
CHRM2	dicyclomine	1850196	-100003042	9606.ENSP00000319984	-1.CID100003042	0	0	0	0	0	0.797	0.8	0	0	0.958
norfloxacin	levofloxacin	-100004539	-100004583	-1.CID100004539	-1.CID100004583	0	0	0	0.653	0	0.48	0	0.923	0	0.958
CHRM3	mepenzolate	1844372	-100004057	9606.ENSP00000255380	-1.CID100004057	0	0	0	0	0	0.728	0.8	0	0.286	0.958
SSTR2	SSTR3	1853555	1851219	9606.ENSP00000350198	9606.ENSP00000330138	0	0	0	0.942	0	0.576	0.9	0.901	0	0.958
cisplatin	5-fluorouracil	-100002767	-100003385	-1.CID100002767	-1.CID100003385	0	0	0	0	0	0	0	0.957	0	0.957
TOP2B	moxifloxacin	1859958	-100004259	9606.ENSP00000396704	-1.CID100004259	0	0	0	0	0	0.848	0.467	0.5	0	0.957
doxorubicin	5-fluorouracil	-100001690	-100003385	-1.CID100001690	-1.CID100003385	0	0	0	0	0	0	0	0.957	0	0.957
buprenorphine	naloxone	-100002476	-100004425	-1.CID100002476	-1.CID100004425	0	0	0	0.767	0	0.365	0	0.933	0	0.956
CHRM2	darifenacin	1850196	-100072054	9606.ENSP00000319984	-1.CID100072054	0	0	0	0	0	0.765	0.8	0.129	0	0.956
ribavirin	telaprevir	-100005064	-103010818	-1.CID100005064	-1.CID103010818	0	0	0	0	0	0	0	0.955	0	0.955
ABCG2	tacrolimus	1843466	-100005372	9606.ENSP00000237612	-1.CID100005372	0	0	0	0	0	0	0.9	0.566	0	0.955
VEGFA	PDGFRA	1855611	1844502	9606.ENSP00000361125	9606.ENSP00000257290	0	0	0	0	0	0.576	0.8	0.51	0	0.954
azathioprine	methotrexate	-100002265	-100004112	-1.CID100002265	-1.CID100004112	0	0	0	0	0	0.268	0	0.94	0	0.954
ABCG2	cisplatin	1843466	-100002767	9606.ENSP00000237612	-1.CID100002767	0	0	0	0	0	0	0	0.953	0	0.954
ribavirin	boceprevir	-100005064	-110324367	-1.CID100005064	-1.CID110324367	0	0	0	0	0	0	0	0.954	0	0.954
KIT	PLCG1	1847112	1843693	9606.ENSP00000288135	9606.ENSP00000244007	0	0	0	0	0	0.944	0	0.209	0	0.954
HRAS	lovastatin	1849235	-100003962	9606.ENSP00000309845	-1.CID100003962	0	0	0	0	0	0	0.7	0.851	0	0.953
methotrexate	prednisone	-100004112	-100004900	-1.CID100004112	-1.CID100004900	0	0	0	0	0	0	0	0.953	0	0.953
domperidone	metoclopramide	-100003151	-100004168	-1.CID100003151	-1.CID100004168	0	0	0	0	0	0.268	0	0.937	0	0.952
PTGS2	nicotine	1854602	-100000942	9606.ENSP00000356438	-1.CID100000942	0	0	0	0	0	0	0.7	0.842	0	0.951
cisplatin	etoposide	-100002767	-100003310	-1.CID100002767	-1.CID100003310	0	0	0	0	0	0	0	0.95	0	0.95
prednisolone	prednisone	-100004894	-100004900	-1.CID100004894	-1.CID100004900	0	0	0	0.756	0	0.347	0	0.926	0	0.95
RAP1A	YWHAB	1853349	1848151	9606.ENSP00000348786	9606.ENSP00000300161	0	0	0	0	0.072	0.224	0.9	0.391	0	0.95
moxifloxacin	levofloxacin	-100004259	-100004583	-1.CID100004259	-1.CID100004583	0	0	0	0.698	0	0.201	0	0.939	0	0.95
omeprazole	ranitidine	-100004594	-100005039	-1.CID100004594	-1.CID100005039	0	0	0	0	0	0.187	0	0.939	0	0.949
OPRM1	POMC	1859815	1845600	9606.ENSP00000394624	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.512	0	0.949
HRAS	YWHAB	1849235	1848151	9606.ENSP00000309845	9606.ENSP00000300161	0	0	0	0	0	0.311	0.9	0.329	0	0.949
famotidine	nizatidine	-100003325	-100004513	-1.CID100003325	-1.CID100004513	0	0	0	0	0	0.433	0	0.912	0	0.948
omeprazole	pantoprazole	-100004594	-100004679	-1.CID100004594	-1.CID100004679	0	0	0	0.79	0	0.488	0	0.901	0	0.948
DPYD	CYP2A6	1855189	1848249	9606.ENSP00000359211	9606.ENSP00000301141	0	0	0	0	0.091	0	0.9	0.474	0	0.948
morphine	naltrexone	-100004253	-100004428	-1.CID100004253	-1.CID100004428	0	0	0	0.619	0	0	0	0.947	0	0.947
MTOR	PDGFRB	1854147	1844996	9606.ENSP00000354558	9606.ENSP00000261799	0	0	0	0	0	0.088	0	0.943	0	0.947
PTGS2	doxorubicin	1854602	-100001690	9606.ENSP00000356438	-1.CID100001690	0	0	0	0	0	0	0.7	0.83	0	0.947
PTGS2	5-fluorouracil	1854602	-100003385	9606.ENSP00000356438	-1.CID100003385	0	0	0	0	0	0	0.7	0.831	0	0.947
cefotaxime	ceftazidime	-100002631	-100002650	-1.CID100002631	-1.CID100002650	0	0	0	0.775	0	0	0	0.947	0	0.947
VEGFA	nicotine	1855611	-100000942	9606.ENSP00000361125	-1.CID100000942	0	0	0	0	0	0	0.7	0.83	0	0.947
PTGS2	cisplatin	1854602	-100002767	9606.ENSP00000356438	-1.CID100002767	0	0	0	0	0	0	0.7	0.831	0	0.947
lamivudine	adefovir dipiv.	-100003877	-100060871	-1.CID100003877	-1.CID100060871	0	0	0	0	0	0.371	0	0.919	0	0.947
metronidazole	tinidazole	-100004173	-100005479	-1.CID100004173	-1.CID100005479	0	0	0	0.569	0	0	0	0.946	0	0.946
HRH2	nizatidine	1856654	-100004513	9606.ENSP00000366506	-1.CID100004513	0	0	0	0	0	0	0.9	0.474	0	0.945
HRAS	CSF1R	1849235	1847002	9606.ENSP00000309845	9606.ENSP00000286301	0	0	0	0	0	0.113	0.9	0.429	0	0.945
HTR1B	POMC	1855143	1845600	9606.ENSP00000358963	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.472	0	0.944
CSF1R	sorafenib	1847002	-100216239	9606.ENSP00000286301	-1.CID100216239	0	0	0	0	0	0.918	0	0.326	0	0.944
bupivacaine	lidocaine	-100002474	-100003676	-1.CID100002474	-1.CID100003676	0	0	0	0.614	0	0.308	0	0.921	0	0.943
niacin	thiamine	-100000937	-100001130	-1.CID100000937	-1.CID100001130	0	0	0	0	0	0.371	0	0.912	0	0.943
TK1	5-fluorouracil	1848315	-100003385	9606.ENSP00000301634	-1.CID100003385	0	0	0	0	0	0	0.549	0.877	0	0.943
RET	sunitinib	1853238	-103086686	9606.ENSP00000347942	-1.CID103086686	0	0	0	0	0	0.912	0	0.373	0	0.943
lansoprazole	pantoprazole	-100003883	-100004679	-1.CID100003883	-1.CID100004679	0	0	0	0.656	0	0.488	0	0.891	0	0.942
celecoxib	diclofenac	-100002662	-100003032	-1.CID100002662	-1.CID100003032	0	0	0	0	0	0.246	0	0.926	0	0.942
YWHAB	KRAS	1848151	1844404	9606.ENSP00000300161	9606.ENSP00000256078	0	0	0	0	0	0.311	0.9	0.225	0	0.941
furosemide	torasemide	-100003440	-100041781	-1.CID100003440	-1.CID100041781	0	0	0	0	0	0.532	0	0.878	0	0.941
CHRM1	chlorpromazine	1848849	-100002726	9606.ENSP00000306490	-1.CID100002726	0	0	0	0	0	0.709	0.8	0	0	0.94
chloramphenicol	erythromycin	-100000298	-100003255	-1.CID100000298	-1.CID100003255	0	0	0	0	0	0.268	0	0.92	0	0.94
sorafenib	sunitinib	-100216239	-103086686	-1.CID100216239	-1.CID103086686	0	0	0	0	0	0	0	0.94	0	0.94
5-fluorouracil	gemcitabine	-100003385	-100003461	-1.CID100003385	-1.CID100003461	0	0	0	0	0	0.268	0	0.92	0	0.94
mifepristone	misoprostol	-100004196	-100042955	-1.CID100004196	-1.CID100042955	0	0	0	0	0	0.472	0	0.89	0	0.94
ACHE	carbachol	1848506	-100002551	9606.ENSP00000303211	-1.CID100002551	0	0	0	0	0	0.642	0.7	0.474	0	0.94
alendronate	ibandronate	-100002088	-100060852	-1.CID100002088	-1.CID100060852	0	0	0	0	0	0.347	0	0.912	0	0.94
clindamycin	metronidazole	-100002786	-100004173	-1.CID100002786	-1.CID100004173	0	0	0	0	0	0	0	0.94	0	0.94
POMC	morphine	1845600	-100004253	9606.ENSP00000264708	-1.CID100004253	0	0	0	0	0	0	0	0.939	0	0.939
CHRM4	chlorpromazine	1860789	-100002726	9606.ENSP00000409378	-1.CID100002726	0	0	0	0	0	0.705	0.8	0	0	0.939
imatinib	sunitinib	-100005291	-103086686	-1.CID100005291	-1.CID103086686	0	0	0	0	0	0	0	0.939	0	0.939
amikacin	gentamicin	-100002142	-100003467	-1.CID100002142	-1.CID100003467	0	0	0	0.615	0	0	0	0.939	0	0.939
CHRNA4	carbachol	1855204	-100002551	9606.ENSP00000359285	-1.CID100002551	0	0	0	0	0	0.485	0	0.886	0	0.939
VEGFA	PTPN11	1855611	1852389	9606.ENSP00000361125	9606.ENSP00000340944	0	0	0	0	0	0	0.9	0.418	0	0.939
pyrophosphate	thiamine	-100001023	-100001130	-1.CID100001023	-1.CID100001130	0	0	0	0	0	0	0.9	0.41	0	0.939
azathioprine	methylpredniso.	-100002265	-100004159	-1.CID100002265	-1.CID100004159	0	0	0	0	0	0	0	0.939	0	0.939
cefepime	ceftazidime	-100002622	-100002650	-1.CID100002622	-1.CID100002650	0	0	0	0.81	0	0	0	0.938	0	0.938
azithromycin	clarithromycin	-100002269	-100054688	-1.CID100002269	-1.CID100054688	0	0	0	0.736	0	0	0	0.938	0	0.938
omeprazole	rabeprazole	-100004594	-100005029	-1.CID100004594	-1.CID100005029	0	0	0	0.726	0	0.488	0	0.882	0	0.938
caspofungin	micafungin	-100123623	-100477468	-1.CID100123623	-1.CID100477468	0	0	0	0	0	0	0	0.938	0	0.938
SSTR5	POMC	1847454	1845600	9606.ENSP00000293897	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.398	0	0.937
etoposide	mitoxantrone	-100003310	-100004212	-1.CID100003310	-1.CID100004212	0	0	0	0	0	0.201	0	0.923	0	0.936
clindamycin	erythromycin	-100002786	-100003255	-1.CID100002786	-1.CID100003255	0	0	0	0	0	0.268	0	0.916	0	0.936
SSTR2	POMC	1853555	1845600	9606.ENSP00000350198	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.395	0	0.936
OPRM1	octreotide	1859815	-100054373	9606.ENSP00000394624	-1.CID100054373	0	0	0	0	0	0.639	0.8	0	0.174	0.936
CHRM4	dicyclomine	1860789	-100003042	9606.ENSP00000409378	-1.CID100003042	0	0	0	0	0	0.92	0.211	0	0	0.935
MTOR	YWHAB	1854147	1848151	9606.ENSP00000354558	9606.ENSP00000300161	0	0	0	0	0	0.157	0.9	0.293	0	0.935
PTGS1	Co-protoporphy.	1854170	-100004972	9606.ENSP00000354612	-1.CID100004972	0	0	0	0	0	0.685	0.8	0	0	0.935
nizatidine	ranitidine	-100004513	-100005039	-1.CID100004513	-1.CID100005039	0	0	0	0	0	0.433	0	0.89	0	0.935
erythromycin	clarithromycin	-100003255	-100054688	-1.CID100003255	-1.CID100054688	0	0	0	0.922	0	0.268	0	0.913	0	0.934
5-fluorouracil	capecitabine	-100003385	-100060953	-1.CID100003385	-1.CID100060953	0	0	0	0	0	0.268	0	0.912	0	0.933
SSTR1	POMC	1845937	1845600	9606.ENSP00000267377	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.358	0	0.933
gentamicin	neomycin	-100003467	-100004454	-1.CID100003467	-1.CID100004454	0	0	0	0.7	0	0.268	0	0.911	0	0.933
RAP1A	PTPN11	1853349	1852389	9606.ENSP00000348786	9606.ENSP00000340944	0	0	0	0	0	0.109	0.9	0.312	0	0.933
pyrophosphate	gentamicin	-100001023	-100003467	-1.CID100001023	-1.CID100003467	0	0	0	0	0	0	0.9	0.35	0	0.933
MTOR	PTPN11	1854147	1852389	9606.ENSP00000354558	9606.ENSP00000340944	0	0	0	0	0.073	0	0	0.929	0	0.932
PTGS1	dipyrone	1854170	-100003110	9606.ENSP00000354612	-1.CID100003110	0	0	0	0	0	0	0.8	0.67	0	0.932
HTR1B	chloramphenicol	1855143	-100000298	9606.ENSP00000358963	-1.CID100000298	0	0	0	0	0	0.341	0.9	0	0	0.932
SSTR4	chloramphenicol	1844347	-100000298	9606.ENSP00000255008	-1.CID100000298	0	0	0	0	0	0.341	0.9	0	0	0.932
SSTR2	chloramphenicol	1853555	-100000298	9606.ENSP00000350198	-1.CID100000298	0	0	0	0	0	0.341	0.9	0	0	0.932
SSTR3	chloramphenicol	1851219	-100000298	9606.ENSP00000330138	-1.CID100000298	0	0	0	0	0	0.341	0.9	0	0	0.932
SSTR5	chloramphenicol	1847454	-100000298	9606.ENSP00000293897	-1.CID100000298	0	0	0	0	0	0.341	0.9	0	0	0.932
SSTR1	chloramphenicol	1845937	-100000298	9606.ENSP00000267377	-1.CID100000298	0	0	0	0	0	0.341	0.9	0	0	0.932
FKBP1A	NFATC1	1857423	1850967	9606.ENSP00000371138	9606.ENSP00000327850	0	0	0	0	0	0	0.9	0.354	0	0.932
ABL1	PDGFRB	1855665	1844996	9606.ENSP00000361423	9606.ENSP00000261799	0	0	0	0.625	0	0.08	0.9	0.784	0	0.931
mannitol	lactulose	-100000453	-100003872	-1.CID100000453	-1.CID100003872	0	0	0	0	0	0	0	0.931	0	0.931
etoposide	methotrexate	-100003310	-100004112	-1.CID100003310	-1.CID100004112	0	0	0	0	0	0	0	0.931	0	0.931
vitamin A	folate	-100001071	-100003405	-1.CID100001071	-1.CID100003405	0	0	0	0	0	0.238	0	0.911	0	0.93
CHRM4	glycopyrrolate	1860789	-100003494	9606.ENSP00000409378	-1.CID100003494	0	0	0	0	0	0.891	0.211	0	0.235	0.93
SSTR3	POMC	1851219	1845600	9606.ENSP00000330138	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.312	0	0.928
CHRM3	chlorpromazine	1844372	-100002726	9606.ENSP00000255380	-1.CID100002726	0	0	0	0	0	0.64	0.8	0	0	0.926
TYMS	pyrophosphate	1849803	-100001023	9606.ENSP00000315644	-1.CID100001023	0	0	0	0	0	0	0.9	0.288	0	0.926
VEGFA	HRAS	1855611	1849235	9606.ENSP00000361125	9606.ENSP00000309845	0	0	0	0	0	0	0	0.926	0	0.926
isoniazid	capreomycin	-100003767	-153297329	-1.CID100003767	-1.CID153297329	0	0	0	0	0	0.384	0	0.884	0	0.926
VEGFA	PLCG1	1855611	1843693	9606.ENSP00000361125	9606.ENSP00000244007	0	0	0	0	0	0	0.9	0.284	0	0.925
ABCG2	idarubicin	1843466	-100003685	9606.ENSP00000237612	-1.CID100003685	0	0	0	0	0	0	0.9	0.279	0	0.925
CHRM2	chlorpromazine	1850196	-100002726	9606.ENSP00000319984	-1.CID100002726	0	0	0	0	0	0.638	0.8	0	0	0.925
fluconazole	caspofungin	-100003365	-100123623	-1.CID100003365	-1.CID100123623	0	0	0	0	0	0	0	0.924	0	0.924
DCK	etoposide	1847023	-100003310	9606.ENSP00000286648	-1.CID100003310	0	0	0	0	0	0	0.9	0.266	0	0.924
azathioprine	tacrolimus	-100002265	-100005372	-1.CID100002265	-1.CID100005372	0	0	0	0	0	0	0	0.924	0	0.924
RAP1A	RET	1853349	1853238	9606.ENSP00000348786	9606.ENSP00000347942	0	0	0	0	0	0.113	0.9	0.202	0	0.923
doxorubicin	methotrexate	-100001690	-100004112	-1.CID100001690	-1.CID100004112	0	0	0	0	0	0	0	0.923	0	0.923
PTGS2	NFATC1	1854602	1850967	9606.ENSP00000356438	9606.ENSP00000327850	0	0	0	0	0	0	0.9	0.27	0	0.923
VEGFA	KRAS	1855611	1844404	9606.ENSP00000361125	9606.ENSP00000256078	0	0	0	0	0	0	0	0.923	0	0.923
cortisol	mifepristone	-100003640	-100004196	-1.CID100003640	-1.CID100004196	0	0	0	0	0	0	0	0.922	0	0.922
fluconazole	micafungin	-100003365	-100477468	-1.CID100003365	-1.CID100477468	0	0	0	0	0	0	0	0.922	0	0.922
PTGS1	tolmetin	1854170	-100005508	9606.ENSP00000354612	-1.CID100005508	0	0	0	0	0	0.562	0.8	0.163	0	0.922
atropine	neostigmine	-100003661	-100004456	-1.CID100003661	-1.CID100004456	0	0	0	0	0	0	0	0.922	0	0.922
amikacin	capreomycin	-100002142	-153297329	-1.CID100002142	-1.CID153297329	0	0	0	0	0	0	0	0.922	0	0.922
furosemide	spironolactone	-100003440	-100005267	-1.CID100003440	-1.CID100005267	0	0	0	0	0	0.194	0	0.905	0	0.921
VEGFA	sunitinib	1855611	-103086686	9606.ENSP00000361125	-1.CID103086686	0	0	0	0	0	0	0.15	0.91	0	0.921
TK1	FLT1	1848315	1846791	9606.ENSP00000301634	9606.ENSP00000282397	0	0	0	0	0	0	0	0.921	0	0.921
PDGFRB	RAF1	1844996	1844086	9606.ENSP00000261799	9606.ENSP00000251849	0	0	0	0.624	0	0.898	0	0.603	0	0.921
azithromycin	erythromycin	-100002269	-100003255	-1.CID100002269	-1.CID100003255	0	0	0	0.786	0	0	0	0.92	0	0.92
fluconazole	anidulafungin	-100003365	-100166548	-1.CID100003365	-1.CID100166548	0	0	0	0	0	0	0	0.92	0	0.92
ceftazidime	ciprofloxacin	-100002650	-100002764	-1.CID100002650	-1.CID100002764	0	0	0	0	0	0	0	0.919	0	0.919
ceftazidime	ceftriaxone	-100002650	-100002656	-1.CID100002650	-1.CID100002656	0	0	0	0.68	0	0	0	0.919	0	0.919
prednisone	tacrolimus	-100004900	-100005372	-1.CID100004900	-1.CID100005372	0	0	0	0	0	0	0	0.919	0	0.919
metronidazole	clarithromycin	-100004173	-100054688	-1.CID100004173	-1.CID100054688	0	0	0	0	0	0	0	0.919	0	0.919
ADRB1	POMC	1854995	1845600	9606.ENSP00000358301	9606.ENSP00000264708	0	0	0	0	0	0	0.9	0.228	0	0.919
POMC	SSTR4	1845600	1844347	9606.ENSP00000264708	9606.ENSP00000255008	0	0	0	0	0	0	0.9	0.227	0	0.919
pyrophosphate	5-fluorouracil	-100001023	-100003385	-1.CID100001023	-1.CID100003385	0	0	0	0	0	0	0.9	0.21	0	0.918
HRAS	PDGFRA	1849235	1844502	9606.ENSP00000309845	9606.ENSP00000257290	0	0	0	0	0	0.113	0.8	0.571	0	0.917
CYP2A6	TYMP	1848249	1844096	9606.ENSP00000301141	9606.ENSP00000252029	0	0	0	0	0	0	0.9	0.205	0	0.917
DCK	thymidine	1847023	-100001134	9606.ENSP00000286648	-1.CID100001134	0	0	0	0	0	0.8	0	0.6	0	0.917
caspofungin	anidulafungin	-100123623	-100166548	-1.CID100123623	-1.CID100166548	0	0	0	0.584	0	0	0	0.916	0	0.916
CHRM3	dicyclomine	1844372	-100003042	9606.ENSP00000255380	-1.CID100003042	0	0	0	0	0	0.896	0.211	0	0	0.916
imatinib	sorafenib	-100005291	-100216239	-1.CID100005291	-1.CID100216239	0	0	0	0	0	0.297	0	0.884	0	0.916
PTPN11	pyrophosphate	1852389	-100001023	9606.ENSP00000340944	-1.CID100001023	0	0	0	0	0	0	0.9	0.189	0	0.916
ceftazidime	cefuroxime	-100002650	-100002658	-1.CID100002650	-1.CID100002658	0	0	0	0.578	0	0	0	0.916	0	0.916
TOP2A	norfloxacin	1860923	-100004539	9606.ENSP00000411532	-1.CID100004539	0	0	0	0	0	0	0.8	0.588	0	0.915
cefepime	ceftriaxone	-100002622	-100002656	-1.CID100002622	-1.CID100002656	0	0	0	0.696	0	0	0	0.915	0	0.915
azathioprine	mesalazine	-100002265	-100004075	-1.CID100002265	-1.CID100004075	0	0	0	0	0	0	0	0.915	0	0.915
thiamine	folate	-100001130	-100003405	-1.CID100001130	-1.CID100003405	0	0	0	0	0	0.371	0	0.87	0	0.915
ceftriaxone	cefuroxime	-100002656	-100002658	-1.CID100002656	-1.CID100002658	0	0	0	0.54	0	0	0	0.915	0	0.915
niacin	pyrophosphate	-100000937	-100001023	-1.CID100000937	-1.CID100001023	0	0	0	0	0	0	0.9	0.174	0	0.914
KRAS	cisplatin	1844404	-100002767	9606.ENSP00000256078	-1.CID100002767	0	0	0	0	0	0	0	0.914	0	0.914
HRH2	chlorpromazine	1856654	-100002726	9606.ENSP00000366506	-1.CID100002726	0	0	0	0	0	0.584	0.8	0	0	0.914
POMC	naltrexone	1845600	-100004428	9606.ENSP00000264708	-1.CID100004428	0	0	0	0	0	0	0	0.913	0	0.913
cisplatin	methotrexate	-100002767	-100004112	-1.CID100002767	-1.CID100004112	0	0	0	0	0	0	0	0.913	0	0.913
lamivudine	entecavir	-100003877	-100153941	-1.CID100003877	-1.CID100153941	0	0	0	0	0	0	0	0.912	0	0.912
pyrophosphate	haem	-100001023	-100004973	-1.CID100001023	-1.CID100004973	0	0	0	0	0	0	0.9	0.15	0	0.912
HSP90AA1	PLCG1	1851814	1843693	9606.ENSP00000335153	9606.ENSP00000244007	0	0	0	0	0	0	0.9	0.156	0	0.912
disopyramide	propafenone	-100003114	-100004932	-1.CID100003114	-1.CID100004932	0	0	0	0	0	0.441	0	0.848	0	0.912
ciprofloxacin	tobramycin	-100002764	-100005496	-1.CID100002764	-1.CID100005496	0	0	0	0	0	0	0	0.912	0	0.912
carbachol	atropine	-100002551	-100003661	-1.CID100002551	-1.CID100003661	0	0	0	0	0	0	0	0.912	0	0.912
